,Unnamed: 0,raw,clean,lemmas,color,gender,keywords,topic_number,new_topics,topic_label
10947,10947,MKB Fabric Bangle,mkb fabric bangle,mkb fabric bangle,[],[],mkb fabric bangle mkb fabric ,2,26,jewelry
10948,10948,Mast & Harbour Gold Enamel Cuff,mast  harbour gold enamel cuff,mast harbour gold enamel cuff,['gold'],[],harbour gold enamel cuff mast harbour ,-1,-1,unknown
10949,10949,Crazytowear Metal Bangle Set,crazytowear metal bangle set,crazytowear metal bangle set,[],[],metal bangle bangle set crazytowear metal ,2,26,jewelry
10950,10950,Leshya Brass Brass Bangle Set,leshya brass brass bangle set,leshya brass brass bangle set,[],[],brass bangle leshya brass bangle set ,2,26,jewelry
10951,10951,R18jewels-Fashion&U Metal Crystal Bangle,r18jewelsfashionu metal crystal bangle,r18jewelsfashionu metal crystal bangle,[],[],metal crystal bangle metal crystal ,2,26,jewelry
10952,10952,"Alysa Brass, Copper Cubic Zirconia, Emerald 18K Yellow Gold, Rhodium Bangle Set",alysa brass copper cubic zirconia emerald 18k yellow gold rhodium bangle set,alysa brass copper cubic zirconia emerald 18k yellow gold rhodium bangle set,"['yellow', 'gold']",[],yellow gold zirconia emerald alysa brass ,242,43,home goods
10953,10953,Zobello Leather Bracelet,zobello leather bracelet,zobello leather bracelet,[],[],zobello leather bracelet zobello leather ,-1,-1,unknown
10954,10954,Fashion Infinite Brass Cuff,fashion infinite brass cuff,fashion infinite brass cuff,[],[],infinite brass brass cuff fashion infinite ,-1,-1,unknown
10955,10955,Jewels Mountain Sterling Silver Zircon Bracelet,jewels mountain sterling silver zircon bracelet,jewel mountain sterling silver zircon bracelet,['silver'],[],mountain sterling zircon bracelet jewel mountain ,-1,-1,unknown
10956,10956,Kyra Alloy Zircon Rhodium Bracelet,kyra alloy zircon rhodium bracelet,kyra alloy zircon rhodium bracelet,[],[],alloy zircon rhodium bracelet kyra alloy ,19,0,jewelry
10957,10957,MB Cotton Set of Towels,mb cotton set of towels,mb cotton set of towel,[],[],cotton towel cotton set ,26,3,home goods
10958,10958,Raymond Solid V-neck Casual Men's Sweater,raymond solid vneck casual mens sweater,raymond solid vneck casual men sweater,[],[],solid vneck men sweater raymond solid ,42,45,clothing
10959,10959,Jaipur Raga Floral Cushions Cover,jaipur raga floral cushions cover,jaipur raga floral cushion cover,[],[],raga floral cushion cover jaipur raga ,47,35,furniture
10960,10960,Shadi Bazaar Acrylic Chudas,shadi bazaar acrylic chudas,shadi bazaar acrylic chudas,[],[],bazaar acrylic acrylic chudas shadi bazaar ,225,48,jewelry
10961,10961,JBG Home Store Cotton Face Towel,jbg home store cotton face towel,jbg home store cotton face towel,[],[],home store face towel jbg home ,26,3,home goods
10962,10962,Rehoboth Cotton Hand Towel Set,rehoboth cotton hand towel set,rehoboth cotton hand towel set,[],[],cotton hand towel set rehoboth cotton ,26,3,home goods
10963,10963,Durga Home Trendz Cotton Hand Towel,durga home trendz cotton hand towel,durga home trendz cotton hand towel,[],[],home trendz hand towel durga home ,26,3,home goods
10964,10964,Shahi Handicraft Plastic Chudas,shahi handicraft plastic chudas,shahi handicraft plastic chudas,[],[],handicraft plastic plastic chudas shahi handicraft ,-1,-1,unknown
10965,10965,MicroCotton Cotton Hand Towel Set,microcotton cotton hand towel set,microcotton cotton hand towel set,[],[],cotton hand towel set microcotton cotton ,26,3,home goods
10966,10966,Indoart Acrylic Cubic Zirconia Chudas,indoart acrylic cubic zirconia chudas,indoart acrylic cubic zirconia chudas,[],[],acrylic cubic zirconia chudas indoart acrylic ,225,48,jewelry
10967,10967,Kuhuk Silk Dori Bangle Set,kuhuk silk dori bangle set,kuhuk silk dori bangle set,[],[],silk dori bangle set kuhuk silk ,-1,-1,unknown
10968,10968,"My Design Acrylic, Alloy Chudas",my design acrylic alloy chudas,my design acrylic alloy chudas,[],[],acrylic alloy design acrylic alloy chudas ,225,48,jewelry
10969,10969,Vidhya Kangan Acrylic Enamel Bangle Set,vidhya kangan acrylic enamel bangle set,vidhya kangan acrylic enamel bangle set,[],[],kangan acrylic bangle set vidhya kangan ,2,26,jewelry
10970,10970,My Design Acrylic Chudas,my design acrylic chudas,my design acrylic chudas,[],[],chudas design acrylic acrylic chudas ,225,48,jewelry
10971,10971,Vidhya Kangan Brass Yellow Gold Bracelet,vidhya kangan brass yellow gold bracelet,vidhya kangan brass yellow gold bracelet,"['yellow', 'gold']",[],kangan brass gold bracelet vidhya kangan ,-1,-1,unknown
10972,10972,Live In Slim Fit Men's Trousers,live in slim fit mens trousers,live in slim fit men trouser,[],[],fit men slim fit men trouser ,203,6,footwear
10973,10973,Anjan Brass Cubic Zirconia Yellow Gold Kada,anjan brass cubic zirconia yellow gold kada,anjan brass cubic zirconia yellow gold kada,"['yellow', 'gold']",[],brass cubic gold kada anjan brass ,-1,-1,unknown
10974,10974,Voylla Alloy Cubic Zirconia Yellow Gold Kada,voylla alloy cubic zirconia yellow gold kada,voylla alloy cubic zirconia yellow gold kada,"['yellow', 'gold']",[],alloy cubic gold kada voylla alloy ,-1,-1,unknown
10975,10975,The Fine World Metal Zircon Brass Bangle Set,the fine world metal zircon brass bangle set,the fine world metal zircon brass bangle set,[],[],world metal fine world bangle set ,2,26,jewelry
10976,10976,Eclat Brass Yellow Gold Bracelet,eclat brass yellow gold bracelet,eclat brass yellow gold bracelet,"['yellow', 'gold']",[],brass yellow gold bracelet eclat brass ,-1,-1,unknown
10977,10977,Sahej Metal Bracelet,sahej metal bracelet,sahej metal bracelet,[],[],sahej metal bracelet sahej metal ,19,0,jewelry
10978,10978,Arip Metal Rhodium Bracelet,arip metal rhodium bracelet,arip metal rhodium bracelet,[],[],metal rhodium rhodium bracelet arip metal ,-1,-1,unknown
10979,10979,Krishna Creation Metal Bracelet,krishna creation metal bracelet,krishna creation metal bracelet,[],[],creation metal metal bracelet krishna creation ,19,0,jewelry
10980,10980,Pink Rose Metal Bracelet,pink rose metal bracelet,pink rose metal bracelet,['pink'],[],rose metal metal bracelet pink rose ,19,0,jewelry
10981,10981,Fashion Era Metal Bracelet,fashion era metal bracelet,fashion era metal bracelet,[],[],era metal metal bracelet fashion era ,-1,-1,unknown
10982,10982,Leppy Metal Bracelet,leppy metal bracelet,leppy metal bracelet,[],[],leppy metal bracelet leppy metal ,19,0,jewelry
10983,10983,Jewelz Metal Yellow Gold Bracelet,jewelz metal yellow gold bracelet,jewelz metal yellow gold bracelet,"['yellow', 'gold']",[],metal yellow gold bracelet jewelz metal ,19,0,jewelry
10984,10984,SRSB Metal Bracelet,srsb metal bracelet,srsb metal bracelet,[],[],srsb metal bracelet srsb metal ,-1,-1,unknown
10985,10985,Homeshopeez Metal Bracelet,homeshopeez metal bracelet,homeshopeez metal bracelet,[],[],homeshopeez metal bracelet homeshopeez metal ,19,0,jewelry
10986,10986,Waama Jewels Metal Cubic Zirconia Yellow Gold Bracelet,waama jewels metal cubic zirconia yellow gold bracelet,waama jewel metal cubic zirconia yellow gold bracelet,"['yellow', 'gold']",[],jewel metal gold bracelet waama jewel ,19,0,jewelry
10987,10987,The Fine World Metal Zircon Yellow Gold Bracelet,the fine world metal zircon yellow gold bracelet,the fine world metal zircon yellow gold bracelet,"['yellow', 'gold']",[],world metal fine world gold bracelet ,19,0,jewelry
10988,10988,Saffron Craft Alloy Kada,saffron craft alloy kada,saffron craft alloy kada,[],[],craft alloy alloy kada saffron craft ,-1,-1,unknown
10989,10989,Right Abstract Cushions Cover,right abstract cushions cover,right abstract cushion cover,[],[],cover abstract cushion cushion cover ,47,35,furniture
10990,10990,The Art Jewellery Pleasing Circular CZ Brass Jewel Set,the art jewellery pleasing circular cz brass jewel set,the art jewellery pleasing circular cz brass jewel set,[],[],jewellery pleasing art jewellery jewel set ,44,25,jewelry
10991,10991,Just Linen Cotton Bath Towel,just linen cotton bath towel,just linen cotton bath towel,['linen'],[],cotton bath linen cotton bath towel ,26,3,home goods
10992,10992,Gran Cotton Bath Towel,gran cotton bath towel,gran cotton bath towel,[],[],cotton bath bath towel gran cotton ,26,3,home goods
10993,10993,MicroCotton Cotton Bath Towel,microcotton cotton bath towel,microcotton cotton bath towel,[],[],cotton bath bath towel microcotton cotton ,26,3,home goods
10994,10994,Uber Urban Slim Fit Men's Trousers,uber urban slim fit mens trousers,uber urban slim fit men trouser,[],[],urban slim men trouser uber urban ,203,6,footwear
10995,10995,Soulxpressions Metal Pearl Bracelet,soulxpressions metal pearl bracelet,soulxpressions metal pearl bracelet,[],[],metal pearl pearl bracelet soulxpressions metal ,19,0,jewelry
10996,10996,Bajya Stainless Steel Kada,bajya stainless steel kada,bajya stainless steel kada,[],[],stainless steel steel kada bajya stainless ,130,9,home goods
10997,10997,99HomeMart Metal Cubic Zirconia Kada,99homemart metal cubic zirconia kada,99homemart metal cubic zirconia kada,[],[],cubic zirconia zirconia kada metal cubic ,240,43,home goods
10998,10998,"Pissara Alloy Cubic Zirconia Rhodium, 18K Yellow Gold Kada",pissara alloy cubic zirconia rhodium 18k yellow gold kada,pissara alloy cubic zirconia rhodium 18k yellow gold kada,"['yellow', 'gold']",[],yellow gold zirconia rhodium pissara alloy ,242,43,home goods
10999,10999,Meenaz Alloy Cubic Zirconia Brass Bangle Set,meenaz alloy cubic zirconia brass bangle set,meenaz alloy cubic zirconia brass bangle set,[],[],alloy cubic bangle set meenaz alloy ,240,43,home goods
11000,11000,99HomeMart Alloy Cubic Zirconia Bangle Set,99homemart alloy cubic zirconia bangle set,99homemart alloy cubic zirconia bangle set,[],[],cubic zirconia bangle set alloy cubic ,240,43,home goods
11001,11001,99HomeMart Metal Cubic Zirconia Bangle,99homemart metal cubic zirconia bangle,99homemart metal cubic zirconia bangle,[],[],cubic zirconia zirconia bangle metal cubic ,240,43,home goods
11002,11002,Trident Cotton Bath Towel,trident cotton bath towel,trident cotton bath towel,[],[],cotton bath bath towel trident cotton ,26,3,home goods
11003,11003,Bombay Dyeing Cotton Bath Towel,bombay dyeing cotton bath towel,bombay dyeing cotton bath towel,[],[],dyeing cotton bath towel bombay dyeing ,26,3,home goods
11004,11004,Peora Sanmita Gold Plated Alloy Jewel Set,peora sanmita gold plated alloy jewel set,peora sanmita gold plated alloy jewel set,['gold'],[],sanmita gold jewel set peora sanmita ,211,25,jewelry
11005,11005,Shagun Trends Brass Diamond Yellow Gold Bangle Set,shagun trends brass diamond yellow gold bangle set,shagun trend brass diamond yellow gold bangle set,"['yellow', 'gold']",[],trend brass bangle set shagun trend ,2,26,jewelry
11006,11006,Adimani Alloy Bangle,adimani alloy bangle,adimani alloy bangle,[],[],adimani alloy bangle adimani alloy ,2,26,jewelry
11007,11007,Svvelte Alloy Bangle,svvelte alloy bangle,svvelte alloy bangle,[],[],svvelte alloy bangle svvelte alloy ,2,26,jewelry
11008,11008,Royalminchem Alloy Bangle Set,royalminchem alloy bangle set,royalminchem alloy bangle set,[],[],alloy bangle bangle set royalminchem alloy ,2,26,jewelry
11009,11009,Royalminchem Metal Bangle Set,royalminchem metal bangle set,royalminchem metal bangle set,[],[],metal bangle bangle set royalminchem metal ,2,26,jewelry
11010,11010,Adimani Alloy Bangle Set,adimani alloy bangle set,adimani alloy bangle set,[],[],alloy bangle bangle set adimani alloy ,2,26,jewelry
11011,11011,Disney Brass Cubic Zirconia Rhodium Bracelet,disney brass cubic zirconia rhodium bracelet,disney brass cubic zirconia rhodium bracelet,[],[],brass cubic rhodium bracelet disney brass ,-1,-1,unknown
11012,11012,Rustic India Geometric Cushions Cover,rustic india geometric cushions cover,rustic india geometric cushion cover,[],[],india geometric cushion cover rustic india ,47,35,furniture
11013,11013,Rajrang Geometric Cushions Cover,rajrang geometric cushions cover,rajrang geometric cushion cover,[],[],geometric cushion cushion cover rajrang geometric ,47,35,furniture
11014,11014,Home Attraction Geometric Cushions Cover,home attraction geometric cushions cover,home attraction geometric cushion cover,[],[],attraction geometric cushion cover home attraction ,47,35,furniture
11015,11015,Status Quo Solid Round Neck Casual Men's Sweater,status quo solid round neck casual mens sweater,status quo solid round neck casual men sweater,[],[],quo solid men sweater status quo ,42,45,clothing
11016,11016,"Leebonee Geometric Print, Solid V-neck Casual Men's Sweater",leebonee geometric print solid vneck casual mens sweater,leebonee geometric print solid vneck casual men sweater,[],[],geometric print men sweater leebonee geometric ,95,45,clothing
11017,11017,Eprilla Solid V-neck Casual Men's Sweater,eprilla solid vneck casual mens sweater,eprilla solid vneck casual men sweater,[],[],solid vneck men sweater eprilla solid ,42,45,clothing
11018,11018,Montana Mtn 94 Spray Paint Bottle,montana mtn 94 spray paint bottle,montana mtn 94 spray paint bottle,[],[],paint bottle spray paint montana mtn ,-1,-1,unknown
11019,11019,Tiskal Geometric Cushions Cover,tiskal geometric cushions cover,tiskal geometric cushion cover,[],[],geometric cushion cushion cover tiskal geometric ,47,35,furniture
11020,11020,Pioneerpragati Embroidered Cushions Cover,pioneerpragati embroidered cushions cover,pioneerpragati embroidered cushion cover,[],[],embroidered cushion cushion cover pioneerpragati embroidered ,47,35,furniture
11021,11021,Madhavs Geometric Cushions Cover,madhavs geometric cushions cover,madhavs geometric cushion cover,[],[],geometric cushion cushion cover madhavs geometric ,47,35,furniture
11022,11022,Craftghar Embroidered Cushions Cover,craftghar embroidered cushions cover,craftghar embroidered cushion cover,[],[],embroidered cushion cushion cover craftghar embroidered ,47,35,furniture
11023,11023,Voylla Artifictial Enamel Textured Alloy Jewel Set,voylla artifictial enamel textured alloy jewel set,voylla artifictial enamel textured alloy jewel set,[],[],artifictial enamel jewel set voylla artifictial ,-1,-1,unknown
11024,11024,Zaveri Pearls Traditional Alloy Jewel Set,zaveri pearls traditional alloy jewel set,zaveri pearl traditional alloy jewel set,[],[],pearl traditional jewel set zaveri pearl ,44,25,jewelry
11025,11025,Aakar Floral Cushions Cover,aakar floral cushions cover,aakar floral cushion cover,[],[],floral cushion cushion cover aakar floral ,47,35,furniture
11026,11026,AAKAR Cartoon Cushions Cover,aakar cartoon cushions cover,aakar cartoon cushion cover,[],[],cartoon cushion cushion cover aakar cartoon ,47,35,furniture
11027,11027,Shopkeeda Abstract Cushions Cover,shopkeeda abstract cushions cover,shopkeeda abstract cushion cover,[],[],abstract cushion cushion cover shopkeeda abstract ,47,35,furniture
11028,11028,Voylla Artifictial Glossy Alloy Jewel Set,voylla artifictial glossy alloy jewel set,voylla artifictial glossy alloy jewel set,[],[],artifictial glossy jewel set voylla artifictial ,-1,-1,unknown
11029,11029,Classic Fashion Jewels Brass Jewel Set,classic fashion jewels brass jewel set,classic fashion jewel brass jewel set,[],[],fashion jewel jewel set classic fashion ,44,25,jewelry
11030,11030,Bombay Dyeing Cotton Hand Towel,bombay dyeing cotton hand towel,bombay dyeing cotton hand towel,[],[],dyeing cotton hand towel bombay dyeing ,26,3,home goods
11031,11031,Young & Forever Alloy Cuff,young  forever alloy cuff,young forever alloy cuff,[],[],forever alloy alloy cuff young forever ,-1,-1,unknown
11032,11032,NKP Cotton Hand Towel,nkp cotton hand towel,nkp cotton hand towel,[],[],cotton hand hand towel nkp cotton ,26,3,home goods
11033,11033,Young & Forever Alloy Bracelet,young  forever alloy bracelet,young forever alloy bracelet,[],[],forever alloy alloy bracelet young forever ,-1,-1,unknown
11034,11034,Topcolor mp548 Mousepad,topcolor mp548 mousepad,topcolor mp548 mousepad,[],[],mousepad topcolor ,291,1,art
11035,11035,lil zizu Girl's Fit and Flare Multicolor Dress,lil zizu girls fit and flare multicolor dress,lil zizu girl fit and flare multicolor dress,[],['girl'],zizu girl multicolor dress lil zizu ,-1,-1,unknown
11036,11036,Nilkamal CHR6020 Plastic Outdoor Chair,nilkamal chr6020 plastic outdoor chair,nilkamal chr6020 plastic outdoor chair,[],[],outdoor chair plastic outdoor nilkamal ,47,35,furniture
11037,11037,LILZIZU Girl's Fit and Flare Multicolor Dress,lilzizu girls fit and flare multicolor dress,lilzizu girl fit and flare multicolor dress,[],['girl'],girl fit multicolor dress lilzizu girl ,63,33,womens clothing
11038,11038,KDS SURGICAL Tripod Walking Stick,kds surgical tripod walking stick,kds surgical tripod walking stick,[],[],surgical tripod walking stick kds surgical ,-1,-1,unknown
11039,11039,Topcolor mp501 Mousepad,topcolor mp501 mousepad,topcolor mp501 mousepad,[],[],mousepad topcolor ,291,1,art
11040,11040,Trackdeal Girl's Fit and Flare Black Dress,trackdeal girls fit and flare black dress,trackdeal girl fit and flare black dress,['black'],['girl'],girl fit black dress trackdeal girl ,63,33,womens clothing
11041,11041,Garlynn Girl's Gathered White Dress,garlynn girls gathered white dress,garlynn girl gathered white dress,['white'],['girl'],girl gathered white dress garlynn girl ,265,33,womens clothing
11042,11042,Hunny Bunny Girl's Sheath Dark Blue Dress,hunny bunny girls sheath dark blue dress,hunny bunny girl sheath dark blue dress,['blue'],['girl'],bunny girl blue dress hunny bunny ,-1,-1,unknown
11043,11043,PrimeLine Oil Painting,primeline oil painting,primeline oil painting,[],[],primeline oil painting primeline oil ,135,1,art
11044,11044,"Glitterss Women's White, Beige, Blue Jeggings",glitterss womens white beige blue jeggings,glitter woman white beige blue jeggings,"['beige', 'white', 'blue']",['woman'],woman white blue jeggings glitter woman ,-1,-1,unknown
11045,11045,Noise Men's Printed Bandana,noise mens printed bandana,noise men printed bandana,[],[],men printed printed bandana noise men ,-1,-1,unknown
11046,11046,Lotus Disk Shooter Toy,lotus disk shooter toy,lotus disk shooter toy,[],[],disk shooter shooter toy lotus disk ,1,1,art
11047,11047,"Stable Life Soft & Sturdy10 Yoga, Exercise & Gym Green 4 mm",stable life soft  sturdy10 yoga exercise  gym green 4 mm,stable life soft sturdy10 yoga exercise gym green 4 mm,['green'],[],yoga exercise life soft stable life ,227,37,health wellness
11048,11048,Do Bhai Canvas Shoes,do bhai canvas shoes,do bhai canvas shoe,[],[],shoe bhai canvas canvas shoe ,223,1,art
11049,11049,Hot Wheels Graphic Print Skull Cap,hot wheels graphic print skull cap,hot wheel graphic print skull cap,[],[],wheel graphic skull cap hot wheel ,133,-1,unknown
11050,11050,Zaffre's Purple 183 cm Table Runner,zaffres purple 183 cm table runner,zaffres purple 183 cm table runner,['purple'],[],zaffres table runner zaffres purple ,178,1,art
11051,11051,Simran Handicrafts Solid Wood Tray,simran handicrafts solid wood tray,simran handicraft solid wood tray,[],[],handicraft solid wood tray simran handicraft ,57,11,jewelry
11052,11052,Klaur Melbourne Canvas Shoes,klaur melbourne canvas shoes,klaur melbourne canvas shoe,[],[],melbourne canvas canvas shoe klaur melbourne ,223,1,art
11053,11053,Enerzy 5 - Piece Bar Set,enerzy 5  piece bar set,enerzy 5 piece bar set,[],[],bar set piece bar enerzy ,-1,-1,unknown
11054,11054,VIHA Cotton Embroidered Semi-stitched Salwar Suit Dupatta Material,viha cotton embroidered semistitched salwar suit dupatta material,viha cotton embroidered semistitched salwar suit dupatta material,[],[],cotton embroidered dupatta material viha cotton ,98,3,home goods
11055,11055,aahnafashion Crepe Printed Kurti Fabric,aahnafashion crepe printed kurti fabric,aahnafashion crepe printed kurti fabric,[],[],crepe printed kurti fabric aahnafashion crepe ,208,22,clothing
11056,11056,Starmark Educational Building Blocks,starmark educational building blocks,starmark educational building block,[],[],educational building building block starmark educational ,-1,-1,unknown
11057,11057,Fun Blox Fairy Land Dining Set - 148 Pieces,fun blox fairy land dining set  148 pieces,fun blox fairy land dining set 148 piece,[],[],dining set fun blox piece ,-1,-1,unknown
11058,11058,Raees Wayfarer Sunglasses,raees wayfarer sunglasses,raees wayfarer sunglass,[],[],raees wayfarer sunglass raees wayfarer ,97,-1,unknown
11059,11059,Redex Cat-eye Sunglasses,redex cateye sunglasses,redex cateye sunglass,[],[],redex cateye sunglass redex cateye ,97,-1,unknown
11060,11060,Technix Sticky Yoga Sky Blue 4 mm,technix sticky yoga sky blue 4 mm,technix sticky yoga sky blue 4 mm,['blue'],[],sticky yoga sky blue technix sticky ,227,37,health wellness
11061,11061,Okane Solid Men's Three Fourths,okane solid mens three fourths,okane solid men three fourth,[],[],okane solid men okane solid ,42,45,clothing
11062,11062,MUCHMORE Alloy Jewel Set,muchmore alloy jewel set,muchmore alloy jewel set,[],[],alloy jewel jewel set muchmore alloy ,44,25,jewelry
11063,11063,MUDIT Resin With Waste Coupling M015 Table Top Basin,mudit resin with waste coupling m015 table top basin,mudit resin with waste coupling m015 table top basin,[],[],table top waste coupling mudit resin ,18,43,home goods
11064,11064,mae Women's Hipster Panty,mae womens hipster panty,mae woman hipster panty,[],['woman'],woman hipster hipster panty mae woman ,283,5,womens clothing
11065,11065,ELLE Self Design Round Neck Casual Girl's Sweater,elle self design round neck casual girls sweater,elle self design round neck casual girl sweater,[],['girl'],round neck design round girl sweater ,-1,-1,unknown
11066,11066,KIDS VILLAGE Applique Round Neck Casual Girl's Sweater,kids village applique round neck casual girls sweater,kid village applique round neck casual girl sweater,[],"['kid', 'girl']",village applique girl sweater kid village ,-1,-1,unknown
11067,11067,UFO Self Design Round Neck Casual Girl's Sweater,ufo self design round neck casual girls sweater,ufo self design round neck casual girl sweater,[],['girl'],round neck design round girl sweater ,-1,-1,unknown
11068,11068,Pu-Easy Life Monk Strap,pueasy life monk strap,pueasy life monk strap,[],[],life monk monk strap pueasy life ,-1,-1,unknown
11069,11069,FRICTION Men's Vest,friction mens vest,friction men vest,[],[],friction men vest friction men ,243,31,mens clothing
11070,11070,Zacharias Men's Vest,zacharias mens vest,zacharias men vest,[],[],zacharias men vest zacharias men ,243,31,mens clothing
11071,11071,SM Nutrition Men's Vest,sm nutrition mens vest,sm nutrition men vest,[],[],vest nutrition men men vest ,243,31,mens clothing
11072,11072,Bharatcraft Showpiece  -  5 cm,bharatcraft showpiece    5 cm,bharatcraft showpiece 5 cm,[],[],showpiece bharatcraft bharatcraft showpiece ,15,12,unknown
11073,11073,Loreal Diarichesse No- 5 Light Brown ( Pack of 3 )With 20 Vol 6 % Developer Hair Color,loreal diarichesse no 5 light brown  pack of 3 with 20 vol 6  developer hair color,loreal diarichesse no 5 light brown pack of 3 with 20 vol 6 developer hair color,['brown'],[],light brown loreal diarichesse vol ,39,-1,unknown
11074,11074,Bharatcraft Showpiece  -  35 cm,bharatcraft showpiece    35 cm,bharatcraft showpiece 35 cm,[],[],showpiece bharatcraft bharatcraft showpiece ,15,12,unknown
11075,11075,Krypton Hot Huez Temporary Hair Chalk Hair Color,krypton hot huez temporary hair chalk hair color,krypton hot huez temporary hair chalk hair color,[],[],hot huez hair color krypton hot ,39,-1,unknown
11076,11076,Loreal Diarichesse No- 1 Black sort Svart Musta ( Pack of 3 )With 20 Vol 6 % Developer Hair Color,loreal diarichesse no 1 black sort svart musta  pack of 3 with 20 vol 6  developer hair color,loreal diarichesse no 1 black sort svart musta pack of 3 with 20 vol 6 developer hair color,['black'],[],black sort loreal diarichesse vol ,-1,-1,unknown
11077,11077,Fimex fx167 Analog Watch  - For Girls,fimex fx167 analog watch   for girls,fimex fx167 analog watch for girl,[],['girl'],analog analog watch fimex ,24,4,watch
11078,11078,ETHICS Running Shoes,ethics running shoes,ethic running shoe,[],[],ethic running shoe ethic running ,118,6,footwear
11079,11079,@home Enchanted Cushion Ceramic Vase,home enchanted cushion ceramic vase,home enchanted cushion ceramic vase,[],[],enchanted cushion ceramic vase home enchanted ,-1,-1,unknown
11080,11080,FNB Fnb-0125 Analog Watch  - For Women,fnb fnb0125 analog watch   for women,fnb fnb0125 analog watch for woman,[],['woman'],analog analog watch fnb ,24,4,watch
11081,11081,"New tastemaker Women's Black, Blue, Red Leggings",new tastemaker womens black blue red leggings,new tastemaker woman black blue red legging,"['black', 'red', 'blue']",['woman'],woman black tastemaker woman red legging ,16,5,womens clothing
11082,11082,@home Earthy Wine Net Ceramic Vase,home earthy wine net ceramic vase,home earthy wine net ceramic vase,[],[],earthy wine ceramic vase home earthy ,-1,-1,unknown
11083,11083,SUNSHINE Sweety 4 Liter Plastic Dustbin,sunshine sweety 4 liter plastic dustbin,sunshine sweety 4 liter plastic dustbin,[],[],plastic dustbin liter plastic sunshine sweety ,55,47,jewelry
11084,11084,V-Luma W600 Fashion Analog Watch  - For Men,vluma w600 fashion analog watch   for men,vluma w600 fashion analog watch for men,[],[],analog watch fashion analog vluma ,24,4,watch
11085,11085,PROBOTT Sports 500 ml Water Bottle,probott sports 500 ml water bottle,probott sport 500 ml water bottle,[],[],probott water bottle probott sport ,164,42,auto
11086,11086,Techpro with Toyota design SILVER color PRINT on BROWN LEATHERITE Locking Key Chain,techpro with toyota design silver color print on brown leatherite locking key chain,techpro with toyota design silver color print on brown leatherite locking key chain,"['silver', 'brown']",[],design silver toyota design key chain ,-1,-1,unknown
11087,11087,Prisha India Craft m_jug015-1-prishaindia Water Jug,prisha india craft mjug0151prishaindia water jug,prisha india craft mjug0151prishaindia water jug,[],[],india craft prisha india water jug ,-1,-1,unknown
11088,11088,PROBOTT Sports 300 ml Water Bottle,probott sports 300 ml water bottle,probott sport 300 ml water bottle,[],[],probott water bottle probott sport ,164,42,auto
11089,11089,femitaly Women Bellies,femitaly women bellies,femitaly woman belly,[],['woman'],femitaly woman belly femitaly woman ,60,13,womens footwear
11090,11090,"Fashion Craft Elegant Multicolor Rudraksha,Crystal,Peal Mala With Gold Cap Rudraksha Mala Alloy Chain",fashion craft elegant multicolor rudrakshacrystalpeal mala with gold cap rudraksha mala alloy chain,fashion craft elegant multicolor rudrakshacrystalpeal mala with gold cap rudraksha mala alloy chain,['gold'],[],craft elegant alloy chain fashion craft ,-1,-1,unknown
11091,11091,ChiragBelhi Stylish and Trendy Bellies,chiragbelhi stylish and trendy bellies,chiragbelhi stylish and trendy belly,[],[],chiragbelhi trendy belly chiragbelhi stylish ,127,5,womens clothing
11092,11092,Fashion Craft Rudraksh Mala Alloy Chain,fashion craft rudraksh mala alloy chain,fashion craft rudraksh mala alloy chain,[],[],craft rudraksh alloy chain fashion craft ,-1,-1,unknown
11093,11093,Inc.5 Bellies,inc5 bellies,inc5 belly,[],[],belly ,127,5,womens clothing
11094,11094,UR Image by Ur Image - Fashion Women's Full Coverage Bra,ur image by ur image  fashion womens full coverage bra,ur image by ur image fashion woman full coverage bra,[],['woman'],woman full fashion woman coverage bra ,11,39,womens clothing
11095,11095,tryfeet Open Toe Blue Bellies,tryfeet open toe blue bellies,tryfeet open toe blue belly,['blue'],[],open toe blue belly tryfeet open ,127,5,womens clothing
11096,11096,Kingsway Noodle Floor Mats Car Mat Ford Ecosport,kingsway noodle floor mats car mat ford ecosport,kingsway noodle floor mat car mat ford ecosport,[],[],noodle floor ford ecosport kingsway noodle ,219,17,auto
11097,11097,"JK Import Rudrash Alloy Mala Alloy, Wood Chain",jk import rudrash alloy mala alloy wood chain,jk import rudrash alloy mala alloy wood chain,[],[],rudrash alloy import rudrash wood chain ,-1,-1,unknown
11098,11098,Kingsway Noodle Floor Mats Car Mat Chevrolet Tavera,kingsway noodle floor mats car mat chevrolet tavera,kingsway noodle floor mat car mat chevrolet tavera,[],[],noodle floor chevrolet tavera kingsway noodle ,219,17,auto
11099,11099,Kingsway Noodle Floor Mats Car Mat Chevrolet Enjoy,kingsway noodle floor mats car mat chevrolet enjoy,kingsway noodle floor mat car mat chevrolet enjoy,[],[],noodle floor chevrolet enjoy kingsway noodle ,219,17,auto
11100,11100,BRANDWAGON DIGIPRINT Digital Reprint Painting,brandwagon digiprint digital reprint painting,brandwagon digiprint digital reprint painting,[],[],digiprint digital reprint painting brandwagon digiprint ,135,1,art
11101,11101,LGRL Women's Leggings,lgrl womens leggings,lgrl woman legging,[],['woman'],lgrl woman legging lgrl woman ,16,5,womens clothing
11102,11102,Kyzaa Embroidered Women's Kurti,kyzaa embroidered womens kurti,kyzaa embroidered woman kurti,[],['woman'],embroidered woman woman kurti kyzaa embroidered ,208,22,clothing
